質量,,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.91,Blood_in_large_arteries_head,900,2.37E-09,0.5929,0.4097,0,,900,8.29E-08,0.0935,0.0138,0,,900,2.70E-07,0.052,0.0061,10,,900,3.97E-07,0.0468,0.0069,10,,900,3.38E-07,0.0514,0.0127,1.8,,900,3.11E-07,0.0551,0.019,2.1,,900,3.24E-07,0.0533,0.0228,2.6,,900,3.78E-07,0.0483,0.0297,4.3,,900,4.67E-07,0.0448,0.0282,6.4,,900,7.18E-07,0.043,0.019,10,,900,1.00E-06,0.0423,0.014,10,,900,1.54E-06,0.0426,0.0099,10,,900,2.07E-06,0.0446,0.0109,10,,900,2.57E-06,0.0452,0.0118,10,,900,3.03E-06,0.0458,0.0132,10,,900,4.07E-06,0.0483,0.0134,10,,900,5.01E-06,0.0477,0.0137,10,,900,8.25E-06,0.0463,0.0154,10,,900,1.42E-05,0.0383,0.0098,10,,900,1.69E-05,0.0323,0.007,10,,900,1.99E-05,0.0318,0.0216,7,,900,2.48E-05,0.0285,0.0061,7.1
3.009,Blood_in_large_veins_head,910,7.56E-10,1,1,0,,910,3.15E-08,0.129,0.0257,0,,910,8.83E-08,0.0746,0.011,0,,910,1.89E-07,0.0539,0.0088,10,,910,2.42E-07,0.0521,0.0099,10,,910,2.58E-07,0.0512,0.0126,1.9,,910,2.80E-07,0.0491,0.0141,2.1,,910,3.26E-07,0.0439,0.017,3.2,,910,3.91E-07,0.0379,0.017,5.3,,910,5.74E-07,0.0344,0.0077,10,,910,8.44E-07,0.0357,0.009,10,,910,1.32E-06,0.0367,0.007,10,,910,1.74E-06,0.0381,0.008,10,,910,2.28E-06,0.0394,0.0081,10,,910,2.63E-06,0.0392,0.0095,10,,910,3.55E-06,0.0406,0.0099,10,,910,4.39E-06,0.0426,0.0104,10,,910,7.65E-06,0.0394,0.0097,10,,910,1.17E-05,0.0316,0.0069,10,,910,1.60E-05,0.0313,0.0108,10,,910,1.93E-05,0.0276,0.0055,10,,910,2.32E-05,0.0266,0.0101,5.8
117.882,Blood_in_large_arteries_trunk,1000,7.01E-10,0.1493,0.0286,0,,1000,3.23E-08,0.0224,0.0008,3.8,,1000,1.25E-07,0.0114,0.0003,10,,1000,2.94E-07,0.0078,0.0001,10,,1000,3.60E-07,0.0072,0.0002,10,,1000,3.94E-07,0.007,0.0002,10,,1000,4.15E-07,0.0068,0.0002,10,,1000,4.75E-07,0.0063,0.0003,3.2,,1000,5.50E-07,0.0058,0.0002,10,,1000,7.86E-07,0.0054,0.0002,10,,1000,1.05E-06,0.0054,0.0001,6.2,,1000,1.58E-06,0.0057,0.0002,10,,1000,2.08E-06,0.006,0.0002,10,,1000,2.57E-06,0.0062,0.0002,10,,1000,3.02E-06,0.0065,0.0002,10,,1000,3.92E-06,0.0068,0.0002,10,,1000,4.68E-06,0.0071,0.0002,10,,1000,7.91E-06,0.0076,0.0003,10,,1000,1.26E-05,0.0076,0.0004,10,,1000,1.65E-05,0.0074,0.0005,10,,1000,2.05E-05,0.0071,0.0005,10,,1000,2.41E-05,0.0068,0.0005,10
239.84,Blood_in_large_veins_trunk,1010,3.58E-08,0.0164,0.0005,10,,1010,2.22E-07,0.0065,0.0001,10,,1010,3.71E-07,0.0049,0,10,,1010,4.81E-07,0.0043,0,10,,1010,4.82E-07,0.0044,0.0001,10,,1010,4.79E-07,0.0044,0.0001,10,,1010,4.86E-07,0.0044,0.0001,6.1,,1010,5.34E-07,0.0041,0.0001,3.1,,1010,6.14E-07,0.0038,0.0001,3.8,,1010,8.71E-07,0.0036,0.0001,10,,1010,1.16E-06,0.0036,0.0001,10,,1010,1.72E-06,0.0038,0.0001,5.5,,1010,2.27E-06,0.004,0.0001,10,,1010,2.77E-06,0.0042,0.0001,10,,1010,3.24E-06,0.0044,0.0001,10,,1010,4.13E-06,0.0046,0.0001,10,,1010,4.92E-06,0.0048,0.0001,10,,1010,8.15E-06,0.0052,0.0002,6.3,,1010,1.28E-05,0.0052,0.0002,10,,1010,1.66E-05,0.0049,0.0002,10,,1010,2.01E-05,0.0047,0.0002,10,,1010,2.33E-05,0.0045,0.0002,10
46.314,Blood_in_large_arteries_arms,1100,2.33E-08,0.0424,0.0028,6.9,,1100,2.87E-07,0.0115,0.0002,10,,1100,5.70E-07,0.008,0.0001,10,,1100,6.40E-07,0.0078,0.0002,6.2,,1100,5.42E-07,0.0088,0.0003,2.6,,1100,4.91E-07,0.0094,0.0004,2.6,,1100,4.67E-07,0.0096,0.0006,2.7,,1100,5.00E-07,0.009,0.0008,10,,1100,5.76E-07,0.0082,0.0008,10,,1100,8.51E-07,0.0077,0.0004,10,,1100,1.16E-06,0.0079,0.0004,2.7,,1100,1.77E-06,0.0083,0.0004,2.6,,1100,2.36E-06,0.0087,0.0004,4.1,,1100,2.91E-06,0.0091,0.0004,4.8,,1100,3.40E-06,0.0094,0.0005,10,,1100,4.31E-06,0.0097,0.0006,10,,1100,5.19E-06,0.01,0.0006,10,,1100,8.62E-06,0.0103,0.0007,10,,1100,1.33E-05,0.0093,0.0007,10,,1100,1.70E-05,0.0088,0.0007,10,,1100,2.00E-05,0.0082,0.0008,10,,1100,2.27E-05,0.0077,0.0007,10
139.539,Blood_in_large_veins_arms,1110,1.64E-07,0.0099,0.0002,10,,1110,7.00E-07,0.0047,0,10,,1110,8.75E-07,0.0041,0,10,,1110,7.48E-07,0.0044,0,10,,1110,5.93E-07,0.0051,0.0001,5,,1110,5.17E-07,0.0055,0.0001,4.4,,1110,4.87E-07,0.0056,0.0002,2.6,,1110,5.12E-07,0.0053,0.0002,3,,1110,5.94E-07,0.0049,0.0002,4.9,,1110,8.76E-07,0.0046,0.0001,10,,1110,1.19E-06,0.0047,0.0001,3.8,,1110,1.81E-06,0.0049,0.0001,6.8,,1110,2.41E-06,0.0052,0.0001,10,,1110,2.99E-06,0.0054,0.0001,10,,1110,3.54E-06,0.0055,0.0001,10,,1110,4.48E-06,0.0058,0.0002,8.6,,1110,5.35E-06,0.006,0.0002,10,,1110,8.80E-06,0.0064,0.0002,10,,1110,1.30E-05,0.0062,0.0003,10,,1110,1.60E-05,0.0059,0.0003,10,,1110,1.85E-05,0.0055,0.0004,10,,1110,2.13E-05,0.0052,0.0004,10
79.894,Blood_in_large_arteries_legs,1200,1.45E-08,0.0362,0.0018,4,,1200,8.70E-08,0.0143,0.0003,7.9,,1200,1.57E-07,0.0109,0.0003,4.4,,1200,2.53E-07,0.0093,0.0003,3.7,,1200,2.97E-07,0.009,0.0003,2.3,,1200,3.14E-07,0.0089,0.0004,2.6,,1200,3.26E-07,0.0086,0.0005,3.1,,1200,3.70E-07,0.0079,0.0006,10,,1200,4.31E-07,0.0072,0.0006,10,,1200,6.36E-07,0.0067,0.0004,10,,1200,8.77E-07,0.0066,0.0003,2.8,,1200,1.35E-06,0.0069,0.0003,2.9,,1200,1.84E-06,0.0073,0.0003,4.6,,1200,2.29E-06,0.0075,0.0003,5,,1200,2.72E-06,0.0077,0.0004,5.3,,1200,3.53E-06,0.0079,0.0004,10,,1200,4.31E-06,0.0081,0.0004,10,,1200,7.48E-06,0.0081,0.0004,10,,1200,1.22E-05,0.0073,0.0004,10,,1200,1.61E-05,0.0067,0.0004,10,,1200,1.98E-05,0.0063,0.0004,10,,1200,2.34E-05,0.006,0.0004,10
355.612,Blood_in_large_veins_legs,1210,2.72E-08,0.0148,0.0003,10,,1210,1.65E-07,0.0058,0,10,,1210,2.86E-07,0.0044,0,10,,1210,3.64E-07,0.004,0,5.4,,1210,3.57E-07,0.0042,0.0001,10,,1210,3.50E-07,0.0043,0.0001,3.7,,1210,3.52E-07,0.0042,0.0001,3.3,,1210,3.89E-07,0.0039,0.0001,3.3,,1210,4.53E-07,0.0037,0.0001,5,,1210,6.70E-07,0.0034,0.0001,10,,1210,9.16E-07,0.0034,0.0001,10,,1210,1.42E-06,0.0035,0.0001,4.7,,1210,1.93E-06,0.0037,0.0001,9.9,,1210,2.40E-06,0.0038,0.0001,10,,1210,2.86E-06,0.0039,0.0001,10,,1210,3.71E-06,0.004,0.0001,10,,1210,4.50E-06,0.0042,0.0001,10,,1210,7.73E-06,0.0044,0.0001,10,,1210,1.24E-05,0.0043,0.0001,10,,1210,1.61E-05,0.0041,0.0001,10,,1210,1.96E-05,0.0039,0.0001,10,,1210,2.28E-05,0.0037,0.0001,10
113.685,Humeri_upper_cortical,1300,5.29E-10,0.201,0.055,0,,1300,6.90E-08,0.0197,0.0007,10,,1300,3.77E-07,0.0095,0.0002,10,,1300,1.23E-06,0.0061,0.0001,10,,1300,1.68E-06,0.0053,0,10,,1300,1.75E-06,0.0052,0,10,,1300,1.67E-06,0.0053,0.0001,10,,1300,1.47E-06,0.0057,0.0001,10,,1300,1.34E-06,0.006,0.0001,7.2,,1300,1.27E-06,0.0061,0.0001,6.8,,1300,1.40E-06,0.0061,0.0001,10,,1300,1.81E-06,0.0063,0.0001,10,,1300,2.27E-06,0.0066,0.0002,10,,1300,2.72E-06,0.0068,0.0002,10,,1300,3.16E-06,0.007,0.0002,10,,1300,4.01E-06,0.0074,0.0002,10,,1300,4.75E-06,0.0077,0.0002,10,,1300,7.78E-06,0.0083,0.0003,10,,1300,1.25E-05,0.0085,0.0004,10,,1300,1.69E-05,0.0083,0.0004,10,,1300,2.11E-05,0.0082,0.0004,10,,1300,2.49E-05,0.0079,0.0004,10
107.717,Humeri_upper_spongiosa,1400,2.81E-11,0.7146,0.5406,0,,1400,1.34E-08,0.0486,0.0043,10,,1400,1.29E-07,0.0182,0.0006,10,,1400,5.64E-07,0.0091,0.0001,10,,1400,7.57E-07,0.0076,0.0001,10,,1400,7.82E-07,0.0074,0.0001,6.5,,1400,7.57E-07,0.0075,0.0001,8.2,,1400,7.23E-07,0.0077,0.0001,10,,1400,7.44E-07,0.0076,0.0002,10,,1400,9.13E-07,0.0073,0.0002,10,,1400,1.15E-06,0.0072,0.0002,10,,1400,1.68E-06,0.0074,0.0002,10,,1400,2.20E-06,0.0076,0.0002,10,,1400,2.70E-06,0.0079,0.0002,10,,1400,3.17E-06,0.0081,0.0002,10,,1400,4.02E-06,0.0084,0.0002,10,,1400,4.82E-06,0.0087,0.0002,10,,1400,8.09E-06,0.0096,0.0003,10,,1400,1.29E-05,0.0104,0.0004,10,,1400,1.72E-05,0.0107,0.0005,10,,1400,2.11E-05,0.0107,0.0005,10,,1400,2.46E-05,0.0107,0.0005,10
20.516,Humeri_upper_medullary_cavity,1500,0.00E+00,0,0,0,,1500,0.00E+00,0,0,0,,1500,3.64E-09,0.16,0.0429,0,,1500,8.37E-08,0.0321,0.0028,10,,1500,1.57E-07,0.0236,0.0023,10,,1500,2.07E-07,0.0203,0.0025,10,,1500,2.66E-07,0.0184,0.0023,10,,1500,3.64E-07,0.0152,0.0022,10,,1500,4.74E-07,0.0137,0.0016,10,,1500,7.64E-07,0.0129,0.0009,3.8,,1500,1.08E-06,0.013,0.0008,3.2,,1500,1.69E-06,0.0136,0.0008,3.7,,1500,2.24E-06,0.0142,0.0009,10,,1500,2.79E-06,0.0146,0.001,10,,1500,3.24E-06,0.0152,0.0011,10,,1500,4.19E-06,0.016,0.0012,10,,1500,5.09E-06,0.0165,0.0013,10,,1500,8.45E-06,0.0185,0.0017,10,,1500,1.34E-05,0.0189,0.0019,10,,1500,1.74E-05,0.0181,0.0019,10,,1500,2.18E-05,0.0173,0.0017,10,,1500,2.51E-05,0.0166,0.0017,10
103.292,Humeri_lower_cortical,1600,0.00E+00,0,0,0,,1600,1.51E-08,0.0458,0.0034,10,,1600,2.33E-07,0.0132,0.0003,10,,1600,1.13E-06,0.0066,0.0001,10,,1600,1.58E-06,0.0056,0.0001,10,,1600,1.62E-06,0.0055,0.0001,10,,1600,1.53E-06,0.0057,0.0001,10,,1600,1.31E-06,0.0061,0.0001,10,,1600,1.17E-06,0.0065,0.0001,6.6,,1600,1.13E-06,0.0066,0.0002,8,,1600,1.27E-06,0.0066,0.0002,10,,1600,1.68E-06,0.0067,0.0002,10,,1600,2.13E-06,0.0069,0.0002,10,,1600,2.57E-06,0.0071,0.0002,10,,1600,3.01E-06,0.0074,0.0002,10,,1600,3.80E-06,0.0077,0.0003,10,,1600,4.58E-06,0.008,0.0003,10,,1600,7.60E-06,0.0085,0.0004,10,,1600,1.23E-05,0.0086,0.0004,10,,1600,1.69E-05,0.0085,0.0004,10,,1600,2.12E-05,0.0081,0.0004,10,,1600,2.52E-05,0.0078,0.0004,10
50.264,Humeri_lower_spongiosa,1700,0.00E+00,0,0,0,,1700,1.19E-09,0.2239,0.0647,0,,1700,5.95E-08,0.0355,0.0021,9.5,,1700,4.22E-07,0.0127,0.0002,10,,1700,5.68E-07,0.0108,0.0002,10,,1700,5.86E-07,0.0107,0.0003,10,,1700,5.68E-07,0.0108,0.0003,10,,1700,5.66E-07,0.0109,0.0004,7.1,,1700,5.98E-07,0.0105,0.0005,10,,1700,7.97E-07,0.0098,0.0004,10,,1700,1.05E-06,0.0097,0.0004,10,,1700,1.59E-06,0.0099,0.0003,10,,1700,2.14E-06,0.0101,0.0004,10,,1700,2.65E-06,0.0105,0.0004,10,,1700,3.14E-06,0.0108,0.0004,10,,1700,4.04E-06,0.0111,0.0005,10,,1700,4.89E-06,0.0115,0.0005,10,,1700,8.07E-06,0.0127,0.0007,10,,1700,1.28E-05,0.0134,0.0009,10,,1700,1.69E-05,0.0134,0.001,10,,1700,2.13E-05,0.013,0.0009,10,,1700,2.52E-05,0.0127,0.0009,10
20.493,Humeri_lower_medullary_cavity,1800,0.00E+00,0,0,0,,1800,0.00E+00,0,0,0,,1800,3.51E-09,0.1353,0.0443,0,,1800,8.48E-08,0.0316,0.0029,10,,1800,1.56E-07,0.0242,0.0023,10,,1800,2.00E-07,0.0208,0.0025,10,,1800,2.32E-07,0.0182,0.0029,10,,1800,3.27E-07,0.0154,0.0023,10,,1800,4.33E-07,0.0141,0.0017,10,,1800,7.06E-07,0.0132,0.001,3.1,,1800,9.78E-07,0.0133,0.0009,2.9,,1800,1.55E-06,0.0137,0.0009,10,,1800,2.07E-06,0.0142,0.001,10,,1800,2.56E-06,0.0146,0.0011,10,,1800,3.03E-06,0.0152,0.0012,10,,1800,3.98E-06,0.0159,0.0013,10,,1800,4.85E-06,0.0166,0.0014,10,,1800,8.53E-06,0.0183,0.0017,10,,1800,1.35E-05,0.0184,0.0018,10,,1800,1.79E-05,0.0174,0.0016,10,,1800,2.18E-05,0.0167,0.0016,10,,1800,2.58E-05,0.0159,0.0016,10
156.708,Ulnae_and_radii_cortical,1900,1.54E-08,0.0322,0.0021,10,,1900,2.67E-07,0.009,0.0001,10,,1900,8.07E-07,0.0057,0.0001,10,,1900,1.74E-06,0.0041,0,10,,1900,1.92E-06,0.0039,0,7.7,,1900,1.77E-06,0.0041,0,10,,1900,1.55E-06,0.0044,0,10,,1900,1.24E-06,0.0049,0.0001,4.3,,1900,1.09E-06,0.0053,0.0001,10,,1900,1.05E-06,0.0054,0.0001,8.3,,1900,1.21E-06,0.0053,0.0001,10,,1900,1.65E-06,0.0054,0.0001,10,,1900,2.14E-06,0.0056,0.0001,10,,1900,2.60E-06,0.0057,0.0001,10,,1900,3.06E-06,0.0059,0.0001,6.1,,1900,3.92E-06,0.0061,0.0002,10,,1900,4.71E-06,0.0063,0.0002,10,,1900,7.88E-06,0.0066,0.0002,10,,1900,1.26E-05,0.0066,0.0003,10,,1900,1.67E-05,0.0064,0.0003,10,,1900,2.05E-05,0.0062,0.0003,10,,1900,2.38E-05,0.006,0.0003,10
86.883,Ulnae_and_radii_spongiosa,2000,0.00E+00,0,0,0,,2000,1.82E-08,0.0469,0.0038,10,,2000,1.47E-07,0.0163,0.0004,10,,2000,4.63E-07,0.009,0.0001,10,,2000,5.64E-07,0.0081,0.0001,10,,2000,5.61E-07,0.0082,0.0002,10,,2000,5.35E-07,0.0084,0.0002,6.8,,2000,5.27E-07,0.0085,0.0003,7.4,,2000,5.62E-07,0.0082,0.0003,10,,2000,7.64E-07,0.0076,0.0003,10,,2000,1.02E-06,0.0075,0.0002,10,,2000,1.56E-06,0.0076,0.0002,10,,2000,2.10E-06,0.0079,0.0002,8.8,,2000,2.60E-06,0.0081,0.0002,10,,2000,3.09E-06,0.0083,0.0002,10,,2000,3.97E-06,0.0087,0.0003,10,,2000,4.84E-06,0.0089,0.0003,10,,2000,8.09E-06,0.0098,0.0004,10,,2000,1.28E-05,0.0103,0.0005,10,,2000,1.69E-05,0.0103,0.0006,10,,2000,2.03E-05,0.0101,0.0006,10,,2000,2.35E-05,0.0099,0.0006,10
34.068,Ulnae_and_radii_medullary_cavity,2100,0.00E+00,0,0,0,,2100,1.51E-08,0.0585,0.0047,0,,2100,8.63E-08,0.0229,0.001,3.1,,2100,2.09E-07,0.0151,0.0007,4.2,,2100,2.44E-07,0.0144,0.001,10,,2100,2.60E-07,0.0138,0.0013,10,,2100,2.90E-07,0.0131,0.0014,10,,2100,3.72E-07,0.0113,0.0014,10,,2100,4.73E-07,0.0103,0.0011,10,,2100,7.71E-07,0.0098,0.0005,3.8,,2100,1.08E-06,0.0099,0.0005,2.8,,2100,1.71E-06,0.0104,0.0005,3.9,,2100,2.33E-06,0.0108,0.0005,4.1,,2100,2.89E-06,0.0112,0.0006,7.9,,2100,3.39E-06,0.0115,0.0006,10,,2100,4.37E-06,0.012,0.0007,10,,2100,5.23E-06,0.0125,0.0008,10,,2100,8.75E-06,0.0133,0.001,10,,2100,1.37E-05,0.013,0.001,10,,2100,1.76E-05,0.0123,0.0009,10,,2100,2.07E-05,0.0118,0.001,10,,2100,2.30E-05,0.0111,0.001,10
105.132,Wrists_and_hand_bones_cortical,2200,4.47E-08,0.0226,0.001,10,,2200,4.14E-07,0.0087,0.0001,10,,2200,9.41E-07,0.0062,0.0001,10,,2200,1.65E-06,0.005,0,10,,2200,1.73E-06,0.0049,0,10,,2200,1.56E-06,0.0051,0,9.8,,2200,1.35E-06,0.0055,0.0001,9.7,,2200,1.06E-06,0.0062,0.0001,3.4,,2200,9.37E-07,0.0067,0.0002,7.3,,2200,9.32E-07,0.0067,0.0002,10,,2200,1.09E-06,0.0066,0.0002,10,,2200,1.54E-06,0.0067,0.0002,10,,2200,2.02E-06,0.007,0.0002,4.4,,2200,2.50E-06,0.0071,0.0002,10,,2200,2.97E-06,0.0072,0.0002,10,,2200,3.85E-06,0.0075,0.0002,8.2,,2200,4.61E-06,0.0076,0.0003,10,,2200,7.78E-06,0.0077,0.0003,10,,2200,1.22E-05,0.0075,0.0003,10,,2200,1.61E-05,0.0073,0.0003,10,,2200,1.96E-05,0.0071,0.0003,10,,2200,2.32E-05,0.0069,0.0003,10
69.36,Wrists_and_hand_bones_spongiosa,2300,3.07E-10,0.3595,0.1938,0,,2300,3.41E-08,0.0334,0.0017,10,,2300,2.01E-07,0.0136,0.0003,10,,2300,5.03E-07,0.0085,0.0001,10,,2300,5.65E-07,0.0083,0.0002,10,,2300,5.40E-07,0.0086,0.0002,10,,2300,5.10E-07,0.009,0.0003,8.7,,2300,4.93E-07,0.009,0.0004,9.5,,2300,5.29E-07,0.0086,0.0005,10,,2300,7.30E-07,0.008,0.0004,10,,2300,9.84E-07,0.0079,0.0003,5.7,,2300,1.52E-06,0.0081,0.0003,6.7,,2300,2.08E-06,0.0084,0.0003,8,,2300,2.57E-06,0.0086,0.0003,10,,2300,3.09E-06,0.0088,0.0003,9.9,,2300,4.03E-06,0.0092,0.0003,10,,2300,4.88E-06,0.0094,0.0004,10,,2300,8.29E-06,0.0099,0.0005,10,,2300,1.29E-05,0.0098,0.0005,10,,2300,1.66E-05,0.0094,0.0005,10,,2300,2.02E-05,0.0092,0.0005,10,,2300,2.33E-05,0.0089,0.0005,10
32.825,Clavicles_cortical,2400,3.71E-08,0.0458,0.0042,10,,2400,7.13E-07,0.0119,0.0002,10,,2400,1.72E-06,0.008,0.0001,10,,2400,2.79E-06,0.0065,0.0001,10,,2400,2.80E-06,0.0064,0.0001,10,,2400,2.51E-06,0.0068,0.0001,10,,2400,2.19E-06,0.0073,0.0001,7.6,,2400,1.78E-06,0.0082,0.0002,3.8,,2400,1.55E-06,0.0088,0.0003,5.1,,2400,1.44E-06,0.0092,0.0005,10,,2400,1.57E-06,0.0093,0.0005,10,,2400,2.00E-06,0.0098,0.0005,2.5,,2400,2.49E-06,0.0104,0.0005,3,,2400,2.97E-06,0.0109,0.0006,5.4,,2400,3.42E-06,0.0113,0.0007,9.4,,2400,4.26E-06,0.0119,0.0008,10,,2400,5.01E-06,0.0123,0.0008,10,,2400,8.20E-06,0.0129,0.001,10,,2400,1.28E-05,0.012,0.001,10,,2400,1.64E-05,0.0116,0.0012,10,,2400,1.92E-05,0.0108,0.0013,10,,2400,2.24E-05,0.0105,0.0013,10
38.798,Clavicles_spongiosa,2500,2.42E-11,1,1,0,,2500,2.58E-08,0.0561,0.005,0,,2500,3.09E-07,0.0172,0.0004,10,,2500,1.00E-06,0.0091,0.0001,10,,2500,1.14E-06,0.0085,0.0001,10,,2500,1.08E-06,0.0088,0.0002,10,,2500,1.01E-06,0.0092,0.0002,8,,2500,9.27E-07,0.0096,0.0004,7.8,,2500,9.35E-07,0.0096,0.0005,10,,2500,1.11E-06,0.0092,0.0005,10,,2500,1.37E-06,0.0092,0.0004,10,,2500,1.96E-06,0.0096,0.0004,4.8,,2500,2.53E-06,0.0101,0.0004,4.4,,2500,3.05E-06,0.0106,0.0005,5.7,,2500,3.54E-06,0.011,0.0005,10,,2500,4.51E-06,0.0116,0.0006,10,,2500,5.35E-06,0.0121,0.0006,10,,2500,8.80E-06,0.0137,0.0009,10,,2500,1.39E-05,0.0142,0.001,10,,2500,1.74E-05,0.0139,0.0011,10,,2500,2.04E-05,0.0133,0.0012,10,,2500,2.26E-05,0.0128,0.0014,10
407.67,Cranium_cortical,2600,2.18E-08,0.0166,0.0006,10,,2600,2.53E-07,0.0058,0.0001,10,,2600,5.79E-07,0.0041,0,6.9,,2600,9.35E-07,0.0034,0,7.8,,2600,1.02E-06,0.0034,0,10,,2600,1.01E-06,0.0035,0,10,,2600,9.55E-07,0.0036,0,8.4,,2600,8.36E-07,0.0039,0,10,,2600,7.70E-07,0.0041,0,10,,2600,7.71E-07,0.0042,0.0001,10,,2600,8.86E-07,0.0042,0.0001,10,,2600,1.23E-06,0.0042,0.0001,10,,2600,1.60E-06,0.0043,0.0001,10,,2600,1.99E-06,0.0044,0.0001,10,,2600,2.37E-06,0.0045,0.0001,10,,2600,3.10E-06,0.0046,0.0001,10,,2600,3.78E-06,0.0047,0.0001,10,,2600,6.65E-06,0.0047,0.0001,10,,2600,1.10E-05,0.0046,0.0001,10,,2600,1.48E-05,0.0045,0.0001,10,,2600,1.84E-05,0.0044,0.0001,10,,2600,2.19E-05,0.0043,0.0001,10
391.311,Cranium_spongiosa,2700,5.46E-11,0.3114,0.1777,0,,2700,1.03E-08,0.0257,0.0011,10,,2700,8.50E-08,0.01,0.0002,10,,2700,3.40E-07,0.0053,0,10,,2700,4.86E-07,0.0045,0,10,,2700,5.35E-07,0.0044,0,10,,2700,5.39E-07,0.0044,0,10,,2700,5.32E-07,0.0045,0.0001,10,,2700,5.46E-07,0.0045,0.0001,10,,2700,6.66E-07,0.0043,0.0001,10,,2700,8.45E-07,0.0042,0.0001,10,,2700,1.25E-06,0.0043,0.0001,10,,2700,1.68E-06,0.0044,0.0001,10,,2700,2.11E-06,0.0045,0.0001,10,,2700,2.53E-06,0.0046,0.0001,10,,2700,3.31E-06,0.0047,0.0001,10,,2700,4.03E-06,0.0048,0.0001,10,,2700,7.10E-06,0.0051,0.0001,10,,2700,1.18E-05,0.0051,0.0001,10,,2700,1.58E-05,0.0051,0.0001,10,,2700,1.94E-05,0.005,0.0001,10,,2700,2.28E-05,0.0049,0.0001,10
244.126,Femora_upper_cortical,2800,0.00E+00,0,0,0,,2800,6.14E-10,0.1499,0.0366,0,,2800,4.16E-08,0.0205,0.0009,10,,2800,4.95E-07,0.0067,0.0001,6.4,,2800,9.89E-07,0.0049,0,10,,2800,1.23E-06,0.0044,0,8.6,,2800,1.31E-06,0.0043,0,10,,2800,1.30E-06,0.0044,0,10,,2800,1.26E-06,0.0045,0,7,,2800,1.26E-06,0.0046,0.0001,10,,2800,1.36E-06,0.0045,0.0001,9.8,,2800,1.69E-06,0.0046,0.0001,10,,2800,2.09E-06,0.0048,0.0001,10,,2800,2.49E-06,0.0049,0.0001,10,,2800,2.89E-06,0.0051,0.0001,10,,2800,3.64E-06,0.0053,0.0001,10,,2800,4.32E-06,0.0055,0.0001,10,,2800,7.26E-06,0.006,0.0002,10,,2800,1.19E-05,0.0062,0.0002,10,,2800,1.62E-05,0.0062,0.0002,10,,2800,2.06E-05,0.006,0.0002,10,,2800,2.49E-05,0.0058,0.0002,10
232.804,Femora_upper_spongiosa,2900,0.00E+00,0,0,0,,2900,4.30E-11,0.4528,0.2178,0,,2900,7.51E-09,0.048,0.0035,10,,2900,1.30E-07,0.0109,0.0002,10,,2900,2.55E-07,0.0077,0.0001,10,,2900,3.21E-07,0.0069,0.0001,8.8,,2900,3.69E-07,0.0064,0.0001,8.6,,2900,4.38E-07,0.0059,0.0001,10,,2900,5.14E-07,0.0055,0.0001,10,,2900,7.37E-07,0.0051,0.0001,10,,2900,9.76E-07,0.005,0.0001,10,,2900,1.48E-06,0.0051,0.0001,10,,2900,1.95E-06,0.0053,0.0001,10,,2900,2.43E-06,0.0054,0.0001,10,,2900,2.86E-06,0.0055,0.0001,10,,2900,3.68E-06,0.0057,0.0001,10,,2900,4.45E-06,0.0059,0.0001,10,,2900,7.61E-06,0.0065,0.0002,10,,2900,1.22E-05,0.0071,0.0002,10,,2900,1.63E-05,0.0073,0.0002,10,,2900,2.01E-05,0.0072,0.0002,10,,2900,2.41E-05,0.0071,0.0002,10
39.516,Femora_upper_medullary_cavity,3000,0.00E+00,0,0,0,,3000,0.00E+00,0,0,0,,3000,7.75E-10,0.2555,0.0947,0,,3000,3.54E-08,0.0365,0.0034,4.7,,3000,9.61E-08,0.0226,0.0019,10,,3000,1.51E-07,0.0183,0.0016,10,,3000,1.92E-07,0.0155,0.0016,10,,3000,2.90E-07,0.0125,0.0012,10,,3000,3.93E-07,0.0113,0.0009,10,,3000,6.56E-07,0.0102,0.0005,10,,3000,9.34E-07,0.0101,0.0004,6.8,,3000,1.48E-06,0.0106,0.0005,5.1,,3000,1.99E-06,0.011,0.0005,6.3,,3000,2.49E-06,0.0113,0.0006,9.5,,3000,2.98E-06,0.0117,0.0006,10,,3000,3.85E-06,0.0122,0.0007,10,,3000,4.59E-06,0.0127,0.0007,10,,3000,7.85E-06,0.014,0.0009,10,,3000,1.26E-05,0.0146,0.0011,10,,3000,1.69E-05,0.0141,0.001,10,,3000,2.09E-05,0.0136,0.001,10,,3000,2.51E-05,0.0133,0.001,10
